data,ano,mes,nome_mes,cidade,regiao,latitude,longitude,temp_max,temp_min,temp_media,umidade_pct,chuva_mm,vento_kmh,pressao_hpa
2020-06-01,2020,6,Junho,Cuiabá,Centro-Oeste,-15.6,-56.1,28.8,18.6,23.7,59.0,221.0,31.5,1007.8
2023-10-01,2023,10,Outubro,Porto Alegre,Sul,-30.03,-51.23,21.1,14.6,17.8,72.6,120.7,33.3,1010.2
2022-05-01,2022,5,Maio,Campo Grande,Centro-Oeste,-20.44,-54.65,26.9,18.7,22.8,72.9,174.8,29.3,1009.4
2021-05-01,2021,5,Maio,São Paulo,Sudeste,-23.55,-46.63,21.8,14.3,18.0,73.8,183.65,32.5,1017.0
2023-09-01,2023,9,Setembro,São Luís,Nordeste,-2.53,-44.3,27.6,17.5,22.6,60.3,152.5,13.0,1009.8
2023-04-01,2023,4,Abril,São Paulo,Sudeste,-23.55,-46.63,22.1,13.1,17.6,75.0,167.6,29.4,1006.4
2023-05-01,2023,5,Maio,Brasília,Centro-Oeste,-15.78,-47.93,22.5,16.5,19.5,70.4,186.2,11.3,1014.1
2021-05-01,2021,5,Maio,Rio de Janeiro,Sudeste,-22.91,-43.17,27.4,17.2,21.15,70.0,142.1,11.6,1014.2
2020-11-01,2020,11,Novembro,Maceió,Nordeste,-9.67,-35.74,26.5,17.4,22.0,75.9,121.4,14.7,1015.5
2024-02-01,2024,2,Fevereiro,Teresina,Nordeste,-5.09,-42.8,30.9,23.6,27.2,49.7,34.7,7.4,1016.1
2021-02-01,2021,2,Fevereiro,Campo Grande,Centro-Oeste,-20.44,-54.65,24.3,17.6,21.0,81.4,141.7,15.5,1009.2
2021-10-01,2021,10,Outubro,Recife,Nordeste,-8.05,-34.88,26.3,19.4,22.8,67.5,143.7,14.1,1012.4
2023-03-01,2023,3,Março,São Luís,Nordeste,-2.53,-44.3,30.4,19.3,24.8,47.9,202.6,9.1,1016.1
2024-03-01,2024,3,Março,Goiânia,Centro-Oeste,-16.69,-49.26,25.0,16.1,20.6,71.5,138.6,16.8,1022.5
2020-09-01,2020,9,Setembro,Brasília,Centro-Oeste,-15.78,-47.93,21.5,14.9,18.2,77.2,91.6,7.4,1014.3
2020-07-01,2020,7,Julho,Belo Horizonte,Sudeste,-19.92,-43.94,21.7,12.2,17.0,71.1,163.3,27.8,1020.4
2022-10-01,2022,10,Outubro,Teresina,Nordeste,-5.09,-42.8,27.3,18.5,22.9,52.8,43.4,20.3,1021.9
2023-04-01,2023,4,Abril,Manaus,Norte,-3.1,-60.02,31.5,23.4,27.4,84.3,294.4,8.0,1019.8
2022-07-01,2022,7,Julho,Manaus,Norte,-3.1,-60.02,30.7,22.2,22.799999999999997,90.2,273.1,27.7,1006.6
2020-03-01,2020,3,Março,Fortaleza,Nordeste,-3.72,-38.54,34.4,27.9,31.2,50.0,83.4,29.7,1011.4
2022-06-01,2022,6,Junho,Porto Alegre,Sul,-30.03,-51.23,17.1,9.8,13.4,70.3,83.2,23.5,1012.1
2022-03-01,2022,3,Março,Belo Horizonte,Sudeste,-19.92,-43.94,22.4,14.7,18.5,69.4,114.5,24.4,1015.1
2021-05-01,2021,5,Maio,Porto Velho,Norte,-8.76,-63.9,30.1,21.0,25.6,78.4,251.4,15.2,1012.9
2020-11-01,2020,11,Novembro,Recife,Nordeste,-8.05,-34.88,25.0,18.5,21.8,59.8,92.15,9.0,1018.6
2021-12-01,2021,12,Dezembro,Vitória,Sudeste,-20.32,-40.34,24.4,12.5,18.4,67.7,61.5,19.2,1011.5
2023-03-01,2023,3,Março,Porto Alegre,Sul,-30.03,-51.23,14.5,5.0,9.8,80.5,73.0,28.9,1017.1
2021-03-01,2021,3,Março,São Paulo,Sudeste,-23.55,-46.63,22.3,10.5,16.4,74.9,92.8,14.1,1010.2
2022-04-01,2022,4,Abril,Porto Alegre,Sul,-30.03,-51.23,13.5,4.4,9.0,70.0,104.8,18.6,1015.6
2024-03-01,2024,3,Março,Florianópolis,Sul,-27.6,-48.55,16.4,5.3,10.8,76.1,109.6,25.4,1002.6
2024-01-01,2024,1,Janeiro,Maceió,Nordeste,-9.67,-35.74,26.3,16.5,21.4,59.6,89.1,21.0,1009.9
2020-04-01,2020,4,Abril,Manaus,Norte,-3.1,-60.02,29.1,19.0,24.0,83.5,245.4,19.9,1012.2
2024-04-01,2024,4,Abril,Belém,Norte,-1.45,-48.5,29.4,18.0,23.7,81.2,284.7,5.9,1009.7
2020-12-01,2020,12,Dezembro,Goiânia,Centro-Oeste,-16.69,-49.26,24.4,17.0,20.7,68.7,58.5,11.9,1006.4
2020-01-01,2020,1,Janeiro,Porto Alegre,Sul,-30.03,-51.23,19.6,8.7,14.2,75.5,171.5,17.1,1010.3
2024-05-01,2024,5,Maio,Campo Grande,Centro-Oeste,-20.44,-54.65,30.5,19.4,25.0,68.0,141.5,29.9,1012.5
2023-05-01,2023,5,Maio,Rio de Janeiro,Sudeste,-22.91,-43.17,26.7,15.9,21.3,65.6,174.4,10.0,1013.7
2021-11-01,2021,11,Novembro,Natal,Nordeste,-5.79,-35.21,25.0,17.8,21.4,60.6,62.6,13.0,1009.6
2020-06-01,2020,6,Junho,São Paulo,Sudeste,-23.55,-46.63,21.0,9.4,15.2,76.5,204.3,16.1,1012.1
2021-05-01,2021,5,Maio,Salvador,Nordeste,-12.97,-38.51,29.5,22.6,26.0,55.5,208.7,29.4,1017.6
2024-04-01,2024,4,Abril,Teresina,Nordeste,-5.09,-42.8,33.2,21.3,27.2,53.6,72.7,11.4,1010.2
2022-10-01,2022,10,Outubro,Maceió,Nordeste,-9.67,-35.74,24.7,17.6,21.2,66.9,170.0,28.4,1019.2
2021-03-01,2021,3,Março,Recife,Nordeste,-8.05,-34.88,32.1,21.2,26.6,61.8,109.9,6.3,1011.1
2021-08-01,2021,8,Agosto,São Luís,Nordeste,-2.53,-44.3,28.7,20.6,24.6,57.2,170.7,9.4,1015.4
2021-11-01,2021,11,Novembro,São Luís,Nordeste,-2.53,-44.3,25.3,15.2,20.2,64.0,124.0,23.3,1012.2
2021-01-01,2021,1,Janeiro,Curitiba,Sul,-25.43,-49.27,16.6,7.1,11.9,89.4,103.4,28.5,1015.2
2021-08-01,2021,8,Agosto,Recife,Nordeste,-8.05,-34.88,28.7,17.3,23.0,55.0,190.8,28.7,1003.8
2022-11-01,2022,11,Novembro,Natal,Nordeste,-5.79,-35.21,23.5,14.3,18.9,47.5,24.9,29.2,1009.1
2024-07-01,2024,7,Julho,Cuiabá,Centro-Oeste,-15.6,-56.1,25.8,16.5,21.2,62.1,156.0,34.7,1010.0
2020-06-01,2020,6,Junho,Manaus,Norte,-3.1,-60.02,26.5,15.5,21.0,81.4,261.6,21.3,1008.6
2023-05-01,2023,5,Maio,Belém,Norte,-1.45,-48.5,28.2,21.9,25.0,85.9,313.8,27.7,1007.1
2020-05-01,2020,5,Maio,São Luís,Nordeste,-2.53,-44.3,29.6,19.4,24.5,62.6,253.8,9.0,1014.7
2024-12-01,2024,12,Dezembro,Vitória,Sudeste,-20.32,-40.34,22.2,10.7,16.4,68.6,115.7,19.7,1015.5
2021-07-01,2021,7,Julho,Natal,Nordeste,-5.79,-35.21,26.6,16.5,21.6,51.9,155.6,7.7,1012.2
2024-09-01,2024,9,Setembro,Teresina,Nordeste,-5.09,-42.8,27.3,17.3,22.3,51.1,35.9,6.5,1000.7
2022-09-01,2022,9,Setembro,São Paulo,Sudeste,-23.55,-46.63,16.7,6.8,11.8,75.9,145.9,15.6,1017.9
2020-04-01,2020,4,Abril,São Luís,Nordeste,-2.53,-44.3,29.4,19.2,24.3,48.0,182.6,23.4,1010.9
2022-05-01,2022,5,Maio,Rio de Janeiro,Sudeste,-22.91,-43.17,24.5,13.2,18.8,72.9,154.7,23.3,1008.1
2021-01-01,2021,1,Janeiro,Brasília,Centro-Oeste,-15.78,-47.93,19.8,12.3,16.0,59.4,73.2,21.3,1019.5
2021-10-01,2021,10,Outubro,Porto Alegre,Sul,-30.03,-51.23,21.3,9.5,15.4,74.4,36.5,20.6,1015.5
2024-12-01,2024,12,Dezembro,Belo Horizonte,Sudeste,-19.92,-43.94,21.6,10.5,16.0,72.6,86.8,20.3,1013.6
2022-11-01,2022,11,Novembro,Vitória,Sudeste,-20.32,-40.34,21.7,13.7,17.7,78.1,31.2,29.3,1013.9
2023-12-01,2023,12,Dezembro,Macapá,Norte,0.03,-51.07,28.0,17.2,20.700000000000003,93.5,212.9,6.8,1013.0
2020-06-01,2020,6,Junho,Florianópolis,Sul,-27.6,-48.55,14.9,5.6,10.2,77.0,71.5,8.0,1015.4
2023-03-01,2023,3,Março,Natal,Nordeste,-5.79,-35.21,29.6,18.3,24.0,47.7,113.1,19.5,1013.2
2020-11-01,2020,11,Novembro,Cuiabá,Centro-Oeste,-15.6,-56.1,27.3,20.7,24.0,68.0,42.9,27.9,1017.4
2023-03-01,2023,3,Março,Florianópolis,Sul,-27.6,-48.55,15.7,7.1,11.4,80.9,73.9,26.8,1021.4
2020-07-01,2020,7,Julho,Belém,Norte,-1.45,-48.5,27.6,17.6,22.6,77.9,258.8,31.3,1014.8
2020-01-01,2020,1,Janeiro,Vitória,Sudeste,-20.32,-40.34,24.8,16.1,20.5,68.1,100.8,7.8,1008.8
2020-08-01,2020,8,Agosto,Belém,Norte,-1.45,-48.5,22.9,12.4,17.6,78.2,258.6,32.0,1013.1
2020-02-01,2020,2,Fevereiro,Campo Grande,Centro-Oeste,-20.44,-54.65,25.3,17.0,21.2,79.1,152.4,21.6,1001.8
2022-08-01,2022,8,Agosto,Macapá,Norte,0.03,-51.07,25.2,15.2,20.2,87.9,303.6,7.8,1018.4
2021-01-01,2021,1,Janeiro,Manaus,Norte,-3.1,-60.02,27.0,15.3,21.2,81.0,211.4,26.1,1002.9
2021-06-01,2021,6,Junho,Natal,Nordeste,-5.79,-35.21,27.1,19.7,23.4,54.7,137.3,20.6,1022.3
2020-04-01,2020,4,Abril,Campo Grande,Centro-Oeste,-20.44,-54.65,27.0,15.2,21.1,78.1,163.2,6.9,1013.1
2024-12-01,2024,12,Dezembro,Fortaleza,Nordeste,-3.72,-38.54,27.7,20.3,24.0,55.0,5.5,26.9,1012.5
2021-09-01,2021,9,Setembro,Teresina,Nordeste,-5.09,-42.8,29.3,18.6,24.0,56.9,65.1,9.7,1015.0
2022-12-01,2022,12,Dezembro,Goiânia,Centro-Oeste,-16.69,-49.26,22.6,13.4,18.0,74.9,121.7,24.5,1017.5
2021-11-01,2021,11,Novembro,São Paulo,Sudeste,-23.55,-46.63,18.0,10.0,14.0,73.5,93.8,10.6,1011.8
2023-11-01,2023,11,Novembro,Porto Alegre,Sul,-30.03,-51.23,19.9,13.5,16.7,76.4,120.9,32.4,1012.3
2022-06-01,2022,6,Junho,Campo Grande,Centro-Oeste,-20.44,-54.65,23.2,14.8,19.0,77.2,207.5,28.2,1009.8
2021-10-01,2021,10,Outubro,Belo Horizonte,Sudeste,-19.92,-43.94,16.9,10.1,14.5,77.3,126.8,25.6,1015.2
2020-03-01,2020,3,Março,Goiânia,Centro-Oeste,-16.69,-49.26,25.4,15.4,20.4,74.2,142.4,32.4,1009.0
2024-05-01,2024,5,Maio,Curitiba,Sul,-25.43,-49.27,16.4,6.2,11.3,85.9,81.0,20.5,999.4
2022-01-01,2022,1,Janeiro,Natal,Nordeste,-5.79,-35.21,26.3,18.9,22.6,46.1,5.5,6.6,1017.0
2023-12-01,2023,12,Dezembro,Porto Alegre,Sul,-30.03,-51.23,19.9,13.6,16.8,76.7,94.7,21.8,1010.9
2021-04-01,2021,4,Abril,Porto Alegre,Sul,-30.03,-51.23,17.8,9.2,13.5,78.9,49.1,25.9,1013.4
2023-06-01,2023,6,Junho,Vitória,Sudeste,-20.32,-40.34,23.4,13.5,18.4,78.1,176.7,12.6,1017.9
2020-03-01,2020,3,Março,Curitiba,Sul,-25.43,-49.27,13.9,2.7,8.3,75.2,126.2,30.7,1010.4
2022-10-01,2022,10,Outubro,Curitiba,Sul,-25.43,-49.27,21.5,14.7,18.1,91.2,84.2,31.6,1013.8
2024-12-01,2024,12,Dezembro,Curitiba,Sul,-25.43,-49.27,19.9,11.5,15.7,91.2,107.7,27.9,1013.5
2024-01-01,2024,1,Janeiro,Vitória,Sudeste,-20.32,-40.34,23.9,12.0,18.0,79.1,76.7,28.8,1006.9
2020-04-01,2020,4,Abril,Porto Alegre,Sul,-30.03,-51.23,16.3,5.7,11.0,77.7,48.8,7.2,1011.5
2022-10-01,2022,10,Outubro,Fortaleza,Nordeste,-3.72,-38.54,25.5,13.9,19.7,48.6,84.3,23.2,1012.1
2024-11-01,2024,11,Novembro,Campo Grande,Centro-Oeste,-20.44,-54.65,23.2,15.1,19.2,78.6,119.8,18.0,1009.3
2020-04-01,2020,4,Abril,Goiânia,Centro-Oeste,-16.69,-49.26,25.2,15.0,20.1,64.9,129.1,15.4,1018.4
2020-03-01,2020,3,Março,Salvador,Nordeste,-12.97,-38.51,26.5,18.8,22.6,69.3,196.4,31.1,1006.7
2024-10-01,2024,10,Outubro,Macapá,Norte,0.03,-51.07,24.8,13.6,19.2,79.7,259.8,33.3,1013.8
2020-11-01,2020,11,Novembro,Curitiba,Sul,-25.43,-49.27,19.4,8.8,14.1,90.6,90.4,8.2,1007.1
2021-07-01,2021,7,Julho,Teresina,Nordeste,-5.09,-42.8,30.3,24.0,27.2,49.8,89.0,30.1,1013.8
2020-03-01,2020,3,Março,Manaus,Norte,-3.1,-60.02,28.3,19.6,24.0,77.9,231.1,20.4,1016.0
2020-07-01,2020,7,Julho,Manaus,Norte,-3.1,-60.02,26.5,20.5,23.5,88.1,312.5,26.9,1017.4
2020-11-01,2020,11,Novembro,Salvador,Nordeste,-12.97,-38.51,23.8,13.6,18.7,63.6,126.0,17.3,1006.8
2020-12-01,2020,12,Dezembro,Recife,Nordeste,-8.05,-34.88,23.8,17.4,20.6,52.6,138.4,25.3,1017.0
2022-01-01,2022,1,Janeiro,Florianópolis,Sul,-27.6,-48.55,19.5,10.9,15.2,83.9,107.0,20.4,1015.6
2023-07-01,2023,7,Julho,Florianópolis,Sul,-27.6,-48.55,20.0,10.2,15.1,79.2,70.9,21.0,1011.9
2022-12-01,2022,12,Dezembro,Macapá,Norte,0.03,-51.07,25.9,14.7,20.3,81.0,165.7,16.5,1015.3
2024-09-01,2024,9,Setembro,Maceió,Nordeste,-9.67,-35.74,27.1,19.8,23.5,63.6,130.3,32.8,1007.2
2022-04-01,2022,4,Abril,Manaus,Norte,-3.1,-60.02,30.1,19.5,24.8,79.6,292.5,7.6,1006.6
2020-11-01,2020,11,Novembro,São Paulo,Sudeste,-23.55,-46.63,18.9,12.1,15.5,59.7,63.1,29.6,1010.3
2024-02-01,2024,2,Fevereiro,Maceió,Nordeste,-9.67,-35.74,28.9,17.6,23.2,71.6,165.9,23.9,1005.6
2022-05-01,2022,5,Maio,Porto Alegre,Sul,-30.03,-51.23,15.9,9.6,12.8,88.6,38.0,13.5,1008.9
2024-03-01,2024,3,Março,Natal,Nordeste,-5.79,-35.21,29.6,17.6,23.6,50.4,68.8,20.0,1016.3
2020-06-01,2020,6,Junho,Brasília,Centro-Oeste,-15.78,-47.93,23.0,12.8,17.9,73.0,256.5,13.0,1001.0
2021-05-01,2021,5,Maio,Fortaleza,Nordeste,-3.72,-38.54,30.8,20.0,25.4,48.4,151.5,17.1,1008.9
2022-02-01,2022,2,Fevereiro,Manaus,Norte,-3.1,-60.02,29.5,18.7,24.1,100.0,263.9,28.9,1017.9
2023-01-01,2023,1,Janeiro,Recife,Nordeste,-8.05,-34.88,28.2,20.1,24.2,69.7,146.7,13.3,1011.5
2023-12-01,2023,12,Dezembro,Manaus,Norte,-3.1,-60.02,26.1,17.6,21.8,91.2,194.7,30.9,1012.7
2023-11-01,2023,11,Novembro,Belém,Norte,-1.45,-48.5,25.1,15.3,20.2,80.2,257.6,21.2,1006.2
2021-07-01,2021,7,Julho,Rio de Janeiro,Sudeste,-22.91,-43.17,23.6,15.4,19.5,67.5,169.4,24.3,1019.9
2024-08-01,2024,8,Agosto,Manaus,Norte,-3.1,-60.02,25.2,14.0,19.6,86.1,301.5,27.4,1009.9
2023-01-01,2023,1,Janeiro,Natal,Nordeste,-5.79,-35.21,25.9,15.9,20.9,53.2,64.4,22.6,1004.9
2022-10-01,2022,10,Outubro,Macapá,Norte,0.03,-51.07,24.0,14.2,19.1,83.4,240.3,29.9,1021.4
2020-01-01,2020,1,Janeiro,Porto Velho,Norte,-8.76,-63.9,26.0,14.1,20.0,82.1,144.0,28.7,1010.4
2022-03-01,2022,3,Março,Porto Alegre,Sul,-30.03,-51.23,11.6,1.9,6.8,80.0,90.3,31.1,1009.6
2023-04-01,2023,4,Abril,Teresina,Nordeste,-5.09,-42.8,32.2,21.7,27.0,45.9,85.6,14.9,1004.0
2021-01-01,2021,1,Janeiro,Belém,Norte,-1.45,-48.5,30.7,24.6,27.6,80.6,288.4,32.7,1016.0
2021-04-01,2021,4,Abril,Natal,Nordeste,-5.79,-35.21,29.2,20.8,25.0,59.5,105.5,13.6,1003.2
2023-10-01,2023,10,Outubro,Manaus,Norte,-3.1,-60.02,23.9,12.1,18.0,85.8,166.6,29.4,1014.8
2024-01-01,2024,1,Janeiro,Rio de Janeiro,Sudeste,-22.91,-43.17,21.6,13.1,17.4,76.6,49.5,33.3,1017.5
2023-08-01,2023,8,Agosto,Maceió,Nordeste,-9.67,-35.74,25.6,18.0,21.8,64.7,173.0,26.6,1016.6
2021-11-01,2021,11,Novembro,Brasília,Centro-Oeste,-15.78,-47.93,21.7,12.2,17.0,62.1,137.6,12.8,1016.5
2021-06-01,2021,6,Junho,Brasília,Centro-Oeste,-15.78,-47.93,21.2,10.2,15.7,62.4,207.7,15.0,1020.9
2024-12-01,2024,12,Dezembro,Campo Grande,Centro-Oeste,-20.44,-54.65,24.1,16.2,20.2,75.4,108.5,27.8,1007.6
2024-06-01,2024,6,Junho,Maceió,Nordeste,-9.67,-35.74,28.8,20.1,24.5,69.2,148.6,23.8,1012.7
2023-10-01,2023,10,Outubro,São Luís,Nordeste,-2.53,-44.3,25.8,18.8,22.3,53.7,148.5,11.6,1010.8
2020-04-01,2020,4,Abril,Curitiba,Sul,-25.43,-49.27,13.1,3.0,8.0,84.0,4.6,21.2,1022.3
2024-09-01,2024,9,Setembro,Florianópolis,Sul,-27.6,-48.55,22.3,13.2,17.8,76.5,121.8,5.3,1026.0
2022-06-01,2022,6,Junho,Cuiabá,Centro-Oeste,-15.6,-56.1,30.5,23.1,26.8,65.5,114.9,29.8,1012.2
2020-01-01,2020,1,Janeiro,Belém,Norte,-1.45,-48.5,26.0,18.9,22.4,77.6,210.1,31.9,1010.3
2022-09-01,2022,9,Setembro,Belém,Norte,-1.45,-48.5,26.1,18.6,22.4,82.3,234.2,34.6,1012.7
2020-12-01,2020,12,Dezembro,Teresina,Nordeste,-5.09,-42.8,26.7,19.2,23.0,46.5,55.5,11.2,1011.7
2021-03-01,2021,3,Março,Macapá,Norte,0.03,-51.07,28.8,21.9,25.4,83.2,240.1,27.5,1002.9
2023-05-01,2023,5,Maio,Fortaleza,Nordeste,-3.72,-38.54,31.8,21.4,26.6,62.3,144.4,19.9,1007.4
2024-12-01,2024,12,Dezembro,Recife,Nordeste,-8.05,-34.88,25.7,19.6,22.6,53.1,111.0,33.4,1016.4
2023-04-01,2023,4,Abril,Maceió,Nordeste,-9.67,-35.74,28.9,22.1,25.5,66.7,131.7,7.9,1015.7
2024-02-01,2024,2,Fevereiro,São Paulo,Sudeste,-23.55,-46.63,21.0,13.1,17.0,77.9,98.0,23.4,1011.1
2021-06-01,2021,6,Junho,Cuiabá,Centro-Oeste,-15.6,-56.1,26.8,15.8,21.3,69.9,216.3,8.6,1008.3
2020-03-01,2020,3,Março,Macapá,Norte,0.03,-51.07,29.3,17.7,23.5,87.6,256.7,12.8,1010.0
2024-03-01,2024,3,Março,Belém,Norte,-1.45,-48.5,27.2,15.5,21.4,84.4,273.3,33.3,1007.3
2021-11-01,2021,11,Novembro,Cuiabá,Centro-Oeste,-15.6,-56.1,24.0,15.8,19.9,69.1,97.0,10.2,1012.9
2020-02-01,2020,2,Fevereiro,Goiânia,Centro-Oeste,-16.69,-49.26,24.9,16.4,20.6,73.4,117.9,27.6,1019.1
2022-01-01,2022,1,Janeiro,Macapá,Norte,0.03,-51.07,26.0,15.4,20.7,75.8,241.5,18.3,1014.2
2021-08-01,2021,8,Agosto,Florianópolis,Sul,-27.6,-48.55,17.1,6.8,12.0,83.4,86.6,23.5,1009.5
2022-04-01,2022,4,Abril,Rio de Janeiro,Sudeste,-22.91,-43.17,26.7,17.2,22.0,60.1,154.4,23.3,1018.7
2020-06-01,2020,6,Junho,Teresina,Nordeste,-5.09,-42.8,32.9,21.8,27.4,48.7,129.5,8.9,1011.1
2020-03-01,2020,3,Março,Rio de Janeiro,Sudeste,-22.91,-43.17,30.1,19.6,24.8,75.9,92.3,15.9,1006.7
2023-09-01,2023,9,Setembro,Brasília,Centro-Oeste,-15.78,-47.93,18.6,10.6,14.6,64.3,120.9,20.5,1013.1
2020-11-01,2020,11,Novembro,Brasília,Centro-Oeste,-15.78,-47.93,19.7,8.8,14.2,70.2,22.0,6.8,1014.5
2024-07-01,2024,7,Julho,Teresina,Nordeste,-5.09,-42.8,31.2,23.0,27.1,54.9,75.3,22.3,1010.2
2020-04-01,2020,4,Abril,Macapá,Norte,0.03,-51.07,29.9,21.1,25.5,78.2,288.4,15.5,1014.7
2021-06-01,2021,6,Junho,Porto Velho,Norte,-8.76,-63.9,29.8,18.9,24.4,82.8,264.4,32.8,1015.0
2024-01-01,2024,1,Janeiro,Cuiabá,Centro-Oeste,-15.6,-56.1,26.6,15.3,21.0,62.6,31.4,24.5,1013.1
2021-09-01,2021,9,Setembro,Belém,Norte,-1.45,-48.5,26.2,20.0,21.35,86.4,258.9,25.2,1009.4
2024-07-01,2024,7,Julho,Belo Horizonte,Sudeste,-19.92,-43.94,20.9,9.5,15.2,69.1,153.3,7.0,1014.8
2020-09-01,2020,9,Setembro,Rio de Janeiro,Sudeste,-22.91,-43.17,22.2,11.3,16.8,69.1,109.3,26.8,1015.6
2020-02-01,2020,2,Fevereiro,Teresina,Nordeste,-5.09,-42.8,30.3,19.5,24.9,53.0,20.1,33.6,1016.8
2023-08-01,2023,8,Agosto,Teresina,Nordeste,-5.09,-42.8,29.3,20.0,24.6,57.4,34.0,5.6,1014.1
2020-01-01,2020,1,Janeiro,Maceió,Nordeste,-9.67,-35.74,24.6,16.5,20.6,63.3,100.8,8.7,1022.3
2023-10-01,2023,10,Outubro,Porto Velho,Norte,-8.76,-63.9,24.7,18.4,21.5,90.8,237.7,27.4,1022.0
2020-09-01,2020,9,Setembro,Fortaleza,Nordeste,-3.72,-38.54,26.6,19.2,22.9,55.1,143.8,24.3,1015.2
2020-08-01,2020,8,Agosto,Recife,Nordeste,-8.05,-34.88,27.7,16.8,22.2,59.0,205.4,28.5,1014.8
2022-08-01,2022,8,Agosto,São Paulo,Sudeste,-23.55,-46.63,18.8,6.8,12.8,81.6,214.8,25.0,1011.6
2024-01-01,2024,1,Janeiro,Teresina,Nordeste,-5.09,-42.8,29.8,21.3,25.6,52.6,37.4,14.0,1020.7
2022-11-01,2022,11,Novembro,Recife,Nordeste,-8.05,-34.88,24.1,16.4,20.2,59.3,54.8,15.0,1009.7
2023-02-01,2023,2,Fevereiro,Belém,Norte,-1.45,-48.5,27.6,19.1,23.4,87.3,227.8,8.3,1017.0
2024-12-01,2024,12,Dezembro,Teresina,Nordeste,-5.09,-42.8,29.2,22.0,25.6,47.5,8.9,26.8,1001.4
2022-01-01,2022,1,Janeiro,Goiânia,Centro-Oeste,-16.69,-49.26,22.9,14.2,18.5,68.4,105.69999999999999,8.1,1011.9
2021-12-01,2021,12,Dezembro,Rio de Janeiro,Sudeste,-22.91,-43.17,23.1,13.5,18.3,68.5,53.7,8.2,1015.0
2021-12-01,2021,12,Dezembro,São Paulo,Sudeste,-23.55,-46.63,20.7,8.8,14.8,73.7,52.7,26.5,1016.9
2022-10-01,2022,10,Outubro,Rio de Janeiro,Sudeste,-22.91,-43.17,23.3,14.6,19.0,74.2,86.0,18.7,1013.6
2022-11-01,2022,11,Novembro,Curitiba,Sul,-25.43,-49.27,18.6,10.3,14.4,80.0,149.9,18.5,1012.8
2024-01-01,2024,1,Janeiro,Florianópolis,Sul,-27.6,-48.55,18.5,9.7,14.1,77.6,152.6,22.5,999.5
2024-08-01,2024,8,Agosto,Porto Alegre,Sul,-30.03,-51.23,18.9,11.3,15.1,76.6,61.2,6.1,1009.5
2020-03-01,2020,3,Março,Recife,Nordeste,-8.05,-34.88,28.5,18.5,23.5,67.5,115.5,9.8,1005.0
2020-06-01,2020,6,Junho,Vitória,Sudeste,-20.32,-40.34,23.2,15.3,19.2,85.5,108.2,27.7,1013.2
2022-05-01,2022,5,Maio,Salvador,Nordeste,-12.97,-38.51,28.5,21.9,25.2,63.0,195.2,13.9,1010.4
2024-08-01,2024,8,Agosto,Macapá,Norte,0.03,-51.07,23.4,15.6,19.5,83.9,301.7,8.6,1004.3
2022-08-01,2022,8,Agosto,Rio de Janeiro,Sudeste,-22.91,-43.17,21.7,15.2,18.4,73.5,184.5,21.7,1009.1
2022-05-01,2022,5,Maio,Cuiabá,Centro-Oeste,-15.6,-56.1,28.1,19.0,23.6,64.3,221.3,24.8,1011.7
2020-06-01,2020,6,Junho,Recife,Nordeste,-8.05,-34.88,32.0,21.5,26.8,62.7,206.8,29.8,1005.3
2023-06-01,2023,6,Junho,São Paulo,Sudeste,-23.55,-46.63,20.8,11.8,16.3,86.0,175.8,9.8,1009.0
2024-06-01,2024,6,Junho,Belo Horizonte,Sudeste,-19.92,-43.94,22.3,14.5,18.4,67.8,120.1,25.2,1019.1
2020-10-01,2020,10,Outubro,Fortaleza,Nordeste,-3.72,-38.54,27.2,16.1,21.6,56.3,19.9,34.4,1008.3
2022-02-01,2022,2,Fevereiro,São Paulo,Sudeste,-23.55,-46.63,18.8,8.6,13.7,75.0,83.2,12.1,1008.1
2023-12-01,2023,12,Dezembro,Belo Horizonte,Sudeste,-19.92,-43.94,20.8,14.5,17.6,67.1,64.5,12.2,1011.0
2020-12-01,2020,12,Dezembro,Belém,Norte,-1.45,-48.5,24.6,17.5,21.0,73.8,233.1,17.0,1017.2
2022-11-01,2022,11,Novembro,Belém,Norte,-1.45,-48.5,26.2,20.0,23.1,77.4,192.8,8.6,1015.5
2020-12-01,2020,12,Dezembro,Vitória,Sudeste,-20.32,-40.34,22.4,11.3,16.8,73.0,32.3,10.3,1015.2
2022-10-01,2022,10,Outubro,Manaus,Norte,-3.1,-60.02,25.1,13.5,19.3,83.1,167.1,24.3,1019.4
2023-03-01,2023,3,Março,São Paulo,Sudeste,-23.55,-46.63,20.5,10.7,15.6,73.8,125.9,23.0,1018.6
2022-05-01,2022,5,Maio,São Luís,Nordeste,-2.53,-44.3,29.7,23.4,26.6,65.5,275.1,18.5,1008.3
2022-02-01,2022,2,Fevereiro,São Luís,Nordeste,-2.53,-44.3,31.2,23.2,27.2,56.7,182.5,6.5,1014.2
2023-11-01,2023,11,Novembro,Rio de Janeiro,Sudeste,-22.91,-43.17,23.0,14.6,18.8,72.6,99.7,28.3,1012.1
2024-03-01,2024,3,Março,Brasília,Centro-Oeste,-15.78,-47.93,20.5,13.1,16.8,66.0,100.9,25.4,1015.0
2024-01-01,2024,1,Janeiro,Campo Grande,Centro-Oeste,-20.44,-54.65,22.8,13.8,18.3,84.3,76.9,24.0,1015.7
2021-06-01,2021,6,Junho,Belém,Norte,-1.45,-48.5,27.8,21.3,24.6,74.5,332.0,22.9,1013.8
